exp_1,exp_2,exp_3,exp_4,exp_5,exp_6,exp_7,exp_8,exp_9,exp_10
0.9845430107526882,0.9845430107526882,0.9845430107526882,0.9845430107526882,0.9845430107526882,0.9845430107526882,0.9845430107526882,0.9845430107526882,0.9845430107526882,0.9845430107526882
0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172
0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172
0.9845430107526882,0.9845430107526882,0.9845430107526882,0.9845430107526882,0.9845430107526882,0.9845430107526882,0.9845430107526882,0.9845430107526882,0.9845430107526882,0.9845430107526882
0.9848790322580645,0.9848790322580645,0.9848790322580645,0.9848790322580645,0.9848790322580645,0.9848790322580645,0.9848790322580645,0.9848790322580645,0.9848790322580645,0.9848790322580645
0.9828629032258064,0.98622311827957,0.9828629032258064,0.9831989247311828,0.9858870967741936,0.9825268817204301,0.9848790322580646,0.9821908602150538,0.9862231182795699,0.9855510752688172
0.98252688172043,0.981518817204301,0.9845430107526882,0.9858870967741936,0.985215053763441,0.9831989247311828,0.9842069892473119,0.9855510752688172,0.9848790322580645,0.9828629032258065
0.985215053763441,0.985215053763441,0.985215053763441,0.985215053763441,0.985215053763441,0.985215053763441,0.985215053763441,0.985215053763441,0.985215053763441,0.985215053763441
0.985215053763441,0.9848790322580645,0.9848790322580645,0.985215053763441,0.985215053763441,0.985215053763441,0.985215053763441,0.985215053763441,0.985215053763441,0.985215053763441
0.985215053763441,0.985215053763441,0.985215053763441,0.9848790322580645,0.985215053763441,0.985215053763441,0.985215053763441,0.9848790322580645,0.985215053763441,0.985215053763441
0.985215053763441,0.9848790322580645,0.985215053763441,0.985215053763441,0.985215053763441,0.985215053763441,0.985215053763441,0.985215053763441,0.985215053763441,0.985215053763441
0.9868870967741935,0.98722311827957,0.9848790322580645,0.9855510752688172,0.9869870967741935,0.985215053763441,0.9869870967741935,0.985215053763441,0.9855510752688172,0.9855510752688172
