exp_1,exp_2,exp_3,exp_4,exp_5,exp_6,exp_7,exp_8,exp_9,exp_10
0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172,0.9855510752688172
0.98622311827957,0.98622311827957,0.98622311827957,0.98622311827957,0.98622311827957,0.98622311827957,0.98622311827957,0.98622311827957,0.98622311827957,0.98622311827957
0.9865591397849462,0.9865591397849462,0.9865591397849462,0.9865591397849462,0.9865591397849462,0.9865591397849462,0.9865591397849462,0.9865591397849462,0.9865591397849462,0.9865591397849462
0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226
0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226
0.9858870967741936,0.9848790322580645,0.985215053763441,0.985215053763441,0.9848790322580645,0.9858870967741936,0.9868951612903227,0.985215053763441,0.9875672043010754,0.9865591397849462
0.985215053763441,0.9858870967741936,0.9855510752688172,0.9855510752688172,0.9831989247311829,0.9842069892473119,0.9858870967741936,0.9868951612903227,0.9828629032258065,0.9855510752688172
0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226,0.9868951612903226
0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699
0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699
0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699,0.987231182795699
0.9875672043010754,0.9875672043010754,0.987231182795699,0.9868951612903226,0.987231182795699,0.987451182795699,0.987231182795699,0.987231182795699,0.987431182795699,0.987231182795699
