exp_1,exp_2,exp_3,exp_4,exp_5,exp_6,exp_7,exp_8,exp_9,exp_10
5.000051597032662,5.000051597032662,5.000051597032662,5.000051597032662,5.000051597032662,5.000051597032662,5.000051597032662,5.000051597032662,5.000051597032662,5.000051597032662
4.996746341869204,4.996746341869207,4.996746341869204,4.996746341869204,4.996746341869207,4.996746341869207,4.996746341869204,4.996746341869204,4.996746341869207,4.996746341869207
4.715246858983322,4.715246858983323,4.715246858983322,4.715246858983322,4.715246858983323,4.715246858983323,4.715246858983322,4.715246858983322,4.715246858983323,4.715246858983323
4.618413187565542,4.618413187565544,4.618413187565542,4.618413187565542,4.618413187565544,4.618413187565544,4.618413187565542,4.618413187565542,4.618413187565544,4.618413187565544
4.597293839077422,4.597293839077421,4.597293839077422,4.597293839077422,4.597293839077421,4.597293839077421,4.597293839077422,4.597293839077422,4.597293839077421,4.597293839077421
5.3524878475591455,5.310143234365612,5.376990146200575,5.330289087376552,5.456384918128332,5.31642652169525,5.353460195560427,5.424272487784346,5.403872596354908,5.385496067079963
5.23376083615971,5.308725977291726,5.426314608084842,5.26098071874561,5.380816206664734,5.129022867955306,5.3969817234702,5.332361244612236,5.4702527355516475,5.285491818330532
4.536281569457983,4.536281569457984,4.536281569457983,4.536281569457983,4.536281569457984,4.536281569457984,4.536281569457983,4.536281569457983,4.536281569457984,4.536281569457984
4.586687913510001,4.590127075454456,4.5897962335144555,4.587075690989248,4.588886718920678,4.587223549493319,4.585703162532726,4.584336111883437,4.586865294520369,4.5876912073340765
4.585400460084352,4.588710528053428,4.588232255242339,4.583828702729626,4.586059108505498,4.587788029600844,4.5884559104176565,4.586497699080185,4.588915720951611,4.587636422904317
4.587206618446726,4.588964056048467,4.587836139404625,4.5868980644539,4.585732698917148,4.585524752560627,4.587981641171464,4.587559146235891,4.5922973736696,4.587109130335184
4.534246534936229,4.536281569457984,4.541153193590797,4.488524604117121,4.509712485976747,4.4877080059683685,4.502521819915624,4.4933814457996935,4.509712485976747,4.501873756486411
