exp_1,exp_2,exp_3,exp_4,exp_5,exp_6,exp_7,exp_8,exp_9,exp_10
0.594923991097361,0.594923991097361,0.594923991097361,0.594923991097361,0.594923991097361,0.594923991097361,0.594923991097361,0.594923991097361,0.594923991097361,0.594923991097361
0.5954053245409591,0.5954053245409591,0.5954053245409591,0.5954053245409591,0.5954053245409591,0.5954053245409591,0.5954053245409591,0.5954053245409591,0.5954053245409591,0.5954053245409591
0.5920273834733635,0.5920273834733635,0.5920273834733635,0.5920273834733635,0.5920273834733635,0.5920273834733635,0.5920273834733635,0.5920273834733635,0.5920273834733635,0.5920273834733635
0.5933868767362545,0.5933868767362545,0.5933868767362545,0.5933868767362545,0.5933868767362545,0.5933868767362545,0.5933868767362545,0.5933868767362545,0.5933868767362545,0.5933868767362545
0.5934663375918411,0.5934663375918411,0.5934663375918411,0.5934663375918411,0.5934663375918411,0.5934663375918411,0.5934663375918411,0.5934663375918411,0.5934663375918411,0.5934663375918411
0.60007119135682,0.5976142121529161,0.6058680041378034,0.6045232666569499,0.6041936082448633,0.6066812256861883,0.6064984946710191,0.6041325613502169,0.6068026077161064,0.5999798046408832
0.6061100756116521,0.59649463704815,0.6060690455884512,0.6036031677128146,0.6061820901809319,0.6079813707277777,0.6073398617459024,0.6017218297991753,0.6048598076760753,0.6022991749962687
0.5924897836302072,0.5924897836302072,0.5924897836302072,0.5924897836302072,0.5924897836302072,0.5924897836302072,0.5924897836302072,0.5924897836302072,0.5924897836302072,0.5924897836302072
0.5913328251515246,0.5913334982195133,0.5912830913042438,0.5913296134428262,0.5912815163924082,0.591296874234503,0.5913503944604958,0.5912820396406949,0.5913442041332595,0.5911813697687545
0.5913839685667353,0.5914307660828738,0.5914004224489814,0.5914033166904631,0.5913037507353466,0.5913340963062972,0.591226561869197,0.5914468443299286,0.5913705198264404,0.5913559061604442
0.5913467345197476,0.5913074603691814,0.5913319690939007,0.5913410117196084,0.59132700562429,0.5913048542731487,0.5913507637570589,0.5912916905876128,0.5913588391536498,0.5913828382215092
0.5897504939125985,0.5892129577808513,0.5894581440330067,0.5893366975078386,0.5905634568456458,0.5912064302958905,0.5911222614493872,0.5907105394426793,0.5903507997231201,0.5906490772606987
