exp_1,exp_2,exp_3,exp_4,exp_5,exp_6,exp_7,exp_8,exp_9,exp_10
1006.4260218839136,1006.4260218839136,1006.4260218839132,1006.4260218839132,1006.4260218839136,1006.4260218839136,1006.4260218839132,1006.4260218839132,1006.4260218839136,1006.4260218839136
1010.1801494280244,1010.1801494280244,1010.1801494280243,1010.1801494280243,1010.1801494280244,1010.1801494280244,1010.1801494280243,1010.1801494280243,1010.1801494280244,1010.1801494280244
1000.2680118417741,1000.2680118417741,1000.2680118417718,1000.2680118417718,1000.2680118417741,1000.2680118417741,1000.2680118417718,1000.2680118417718,1000.2680118417741,1000.2680118417741
1019.7689590821777,1019.7689590821777,1019.7689590821782,1019.7689590821782,1019.7689590821777,1019.7689590821777,1019.7689590821782,1019.7689590821782,1019.7689590821777,1019.7689590821777
1017.3512217153431,1017.3512217153431,1017.3512217153424,1017.3512217153424,1017.3512217153431,1017.3512217153431,1017.3512217153424,1017.3512217153424,1017.3512217153431,1017.3512217153431
998.6505863939021,974.5869262117202,1128.751468955219,1052.5500365313396,1113.929617528486,1006.6212906234371,1139.114430420786,1077.5522766309173,1125.3649463666459,943.6222575679384
1159.7440768441713,1050.8198373130692,998.5756217222525,1135.4831820378374,1068.9375884488882,1005.4994446597722,1052.8180745998186,1101.6912453429711,1300.6062568965735,1070.5730615117873
1210.508752888783,1210.508752888783,1210.5087528887861,1210.5087528887861,1210.508752888783,1210.508752888783,1210.5087528887861,1210.5087528887861,1210.508752888783,1210.508752888783
1015.2626018668394,1011.7621865479022,1012.7583339649962,1013.7470678954262,1011.3284449266746,1014.3982032341739,1011.5791551816253,1014.2965059948933,1011.7525124682304,1010.6612505297644
1012.9766251318018,1014.4378891601075,1012.4000648410785,1014.3056275282698,1010.5575196201403,1013.8591591026258,1013.4682747316056,1015.5240627171237,1015.0742482678729,1014.0035611519721
1013.3502366390768,1013.9083875272338,1013.8385177285428,1011.9476810871553,1013.0407321721168,1015.1837820953308,1014.1090995852696,1012.4807768063873,1011.2024759659465,1013.464223208644
844.1957673680513,902.0370468015778,861.7891183944262,877.5936846055325,871.6806794393796,928.0828762989482,862.6821850622674,1010.596909037818,892.7599191213639,1010.471385348996
