f1,f2,f3,f4,f5,Net Quantity,Gross Sales,Discounts,Returns,Total Net Sales
0.0,0.0,0.0,1.0,0.0,6.0,144.0,-2.39,0.0,141.61
0.0,0.0,0.0,1.0,0.0,3.0,54.0,-õ1.81,0.0,52.19
1.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,0.0,45.0
0.0,1.0,0.0,0.0,0.0,1.0,145.0,0.0,..,145.0
0.0,1.0,0.0,0.0,0.0,1.0,125.0,0.0,0.0,125.0
1.0,0.0,0.0,0.0,0.0,3.0,84.0,0.0,0.0,84.0
0.0,1.0,0.0,0.0,0.0,4.0,700.0,-35.0,saȍ,665.0
1.0,0.0,0.0,0.0,0.0,3.0,132.0,-8.8,0.0,123.2
0.0,0.0,0.0,1.0,0.0,1.0,34.0,-3.4,s,30.6
0.0,1.0,0.0,0.0,0.0,,228.0,-3.4,0.0,224.6
0.0,1.0,0.0,0.0,0.0,1.0,Alabama,-18.5,0.0,166.5
1.0,0.0,0.0,0.0,0.0,3.0,99.0,0.0,0.0,99.0
0.0,0.0,0.0,0.0,1.0,1.0,24.0,0.0,0.0,24.0
0.0,1.0,0.0,0.0,0.0,1.0,,-18.5,0.0,166.5
0.0,1.0,0.0,0.0,0.0,7.0,775.0,-22.5,ώŃ,752.5
0.0,1.0,0.0,0.0,0.0,3.0,525.0,0.0,0.0,525.0
0.0,1.0,0.0,0.0,0.0,1.0,44.0,-10.0,0.0,34.0
0.0,0.0,0.0,1.0,0.0,2.0,20.0,0.0,0.0,20.0
0.0,0.0,0.0,1.0,0.0,2.0,68.0,0.0,,68.0
0.0,0.0,1.0,0.0,0.0,,42.0,-4.2,0.0,37.8
0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,-28.0,0.0
0.0,1.0,0.0,0.0,0.0,2.0,220.0,-11.0,,209.0
0.0,0.0,1.0,0.0,0.0,2.0,78.75,Afghanistan,-26.25,52.5
0.0,0.0,0.0,1.0,0.0,4.0,192.0,-14.39,0.0,177.61
0.0,1.0,0.0,0.0,0.0,1.0,,Afghanistan,0.0,48.0
0.0,1.0,0.0,0.0,0.0,Some college,58.0,0.0,0.0,58.0
0.0,1.0,0.0,0.0,0.0,İİ,175.0,-17.5,0.0,157.5
1.0,0.0,0.0,0.0,0.0,3.0,43.2,0.0,0.0,43.2
0.0,1.0,0.0,0.0,0.0,3.0,460.0,-17.5,00,442.5
0.0,0.0,1.0,0.0,0.0,2.0,,-12.5,0.0,236.5
1.0,0.0,0.0,0.0,0.0,8.0,336.0,Afghanistan,00,323.4
1.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,24.0
0.0,1.0,0.0,0.0,0.0,2.0,68.0,0.0,0.0,68.0
0.0,1.0,0.0,0.0,0.0,1.0,54.0,-5.4,0.0,48.6
0.0,1.0,0.0,0.0,0.0,3.0,174.0,-17.4,0.0,156.6
0.0,1.0,0.0,0.0,0.0,1.0,68.0,0.0,c,68.0
0.0,0.0,1.0,0.0,0.0,3.0,84.0,0.0,0.0,84.0
0.0,0.0,0.0,1.0,0.0,5.0,140.0,-2.8,ƽź,137.2
0.0,0.0,1.0,0.0,0.0,1.0,155.0,0.0,0.0,155.0
1.0,0.0,0.0,0.0,0.0,4.0,166.0,0.0,0.0,166.0
1.0,0.0,0.0,0.0,0.0,,Alabama,-5.2,-104.0,202.8
0.0,1.0,0.0,0.0,0.0,1.0,Ò˂ɥɫ̭,-18.5,0.0,166.5
0.0,0.0,0.0,1.0,0.0,10.0,480.0,0.0,0.0,480.0
0.0,1.0,0.0,0.0,0.0,3.0,86.0,-8.43,,77.57
0.0,1.0,0.0,0.0,0.0,4.0,",͐ǻƴȼ",-4.6,0.0,179.4
1.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,0.0,75.0
0.0,1.0,0.0,0.0,0.0,1.0,11..00,0.0,0.0,185.0
0.0,1.0,0.0,0.0,0.0,1.0,116.0,0.0,0.0,116.0
1.0,0.0,0.0,0.0,0.0,,1352.0,-31.99,-258.0,1062.01
0.0,0.0,1.0,0.0,0.0,2.0,114.0,,-34.2,72.2
0.0,0.0,1.0,0.0,0.0,1.0,45.0,-4.51,0.0,40.49
0.0,0.0,0.0,1.0,0.0,1.0,18.0,00..00,,18.0
0.0,1.0,0.0,0.0,0.0,2.0,190.0,0.0,0.0,190.0
0.0,1.0,0.0,0.0,0.0,3.0,156.0,-5.2,0.0,150.8
0.0,1.0,0.0,0.0,0.0,1.0,175.0,0.0,0.0,175.0
0.0,1.0,0.0,0.0,0.0,2.0,72.0,Afghanistan,0.0,68.39
0.0,0.0,1.0,0.0,0.0,1.0,92.0,Afghanistan,0.0,92.0
0.0,1.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,185.0
0.0,0.0,0.0,1.0,0.0,16.0,768.0,-31.2,0.0,736.8
1.0,0.0,0.0,0.0,0.0,1.0,68.0,0.0,0.0,68.0
1.0,0.0,0.0,0.0,0.0,3.0,54.0,0.0,0.0,54.0
0.0,1.0,0.0,0.0,0.0,4.0,194.0,-4.4,0.0,189.6
0.0,1.0,0.0,0.0,0.0,3.0,132.0,-4.4,0.0,127.6
0.0,0.0,0.0,1.0,0.0,1.0,ƥœĬ,0.0,0.0,28.0
0.0,1.0,0.0,0.0,0.0,2.0,96.0,0.0,0.0,96.0
1.0,0.0,0.0,0.0,0.0,22.0,484.0,11.¾.,0.0,472.71
0.0,0.0,0.0,0.0,1.0,3.0,72.0,0.0,0.0,72.0
0.0,0.0,1.0,0.0,0.0,0.6,590.0,,ƕk,531.0
1.0,0.0,0.0,0.0,0.0,4.0,565.0,0.0,0.0,565.0
1.0,0.0,0.0,0.0,0.0,1.0,68.0,-6.8,0.0,61.2
0.0,0.0,0.0,0.0,1.0,,506.0,-5.8,ɳΣ,500.2
0.0,1.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,195.0
1.0,0.0,0.0,0.0,0.0,Some college,144.0,0.0,0.0,144.0
0.0,1.0,0.0,0.0,0.0,1.0,8ʪQĕ,-2.8,-56.0,25.2
0.0,0.0,1.0,0.0,0.0,2.0,189.0,-6.5,8855,124.0
1.0,0.0,0.0,0.0,0.0,2.0,44.0,-2.2,,41.8
0.0,1.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,145.0
0.0,1.0,0.0,0.0,0.0,2.0,220.0,-22.0,0.0,198.0
0.0,0.0,0.0,0.0,1.0,1100,132.0,-7.2,0.0,124.8
0.0,1.0,0.0,0.0,0.0,6.0,1050.0,77..7755,0.0,971.25
1.0,0.0,0.0,0.0,0.0,2.0,33,-3.6,0.0,32.4
1.0,0.0,0.0,0.0,0.0,2.0,44.0,-4.4,s,39.6
0.0,1.0,0.0,0.0,0.0,1.0,Įɔͅǌ,0.0,0.0,240.0
0.0,1.0,0.0,0.0,0.0,1.0,Alabama,0.0,,185.0
0.0,0.0,0.0,1.0,0.0,0.2,62.0,0.0,0.0,62.0
0.0,0.0,0.0,1.0,0.0,4.0,152.0,-7.6,0.0,144.4
0.0,1.0,0.0,0.0,0.0,00,58.0,-5.8,0.0,52.2
0.0,1.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,145.0
0.0,0.0,0.0,1.0,0.0,3.0,54.0,0.0,0.0,54.0
0.0,1.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,185.0
0.0,1.0,0.0,0.0,0.0,5.0,725.0,/ɦtʏά,0.0,667.0
1.0,0.0,0.0,0.0,0.0,2.0,44.0,0.0,0.0,44.0
0.0,0.0,0.0,1.0,0.0,3.0,204.0,00,0.0,204.0
0.0,0.0,0.0,0.0,1.0,Some college,54.0,0.0,0.0,54.0
0.0,0.0,0.0,1.0,0.0,1.0,28.0,-1.85,0.0,26.15
0.0,0.0,1.0,0.0,0.0,3.0,114.0,-15.2,0.0,98.8
0.0,0.0,0.0,1.0,0.0,3.0,84.0,Å-2.8,0.0,81.2
0.0,1.0,0.0,0.0,0.0,1.0,175.0,0.0,0.0,175.0
0.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0,18.0
0.0,1.0,0.0,0.0,0.0,1.0,94.0,0.0,0.0,94.0
0.0,1.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,28.0
0.0,1.0,0.0,0.0,0.0,1.0,42.0,-4.2,0.0,37.8
1.0,0.0,0.0,0.0,0.0,7.0,126.0,-5.4,0.0,120.6
0.0,1.0,0.0,0.0,0.0,1.0,185.0,--1155,0.0,166.5
0.0,1.0,0.0,0.0,0.0,1.0,Alabama,0.0,0.0,48.0
0.0,1.0,0.0,0.0,0.0,15.0,1725.0,-92.0,0.0,1633.0
0.0,0.0,0.0,1.0,0.0,..00,28.0,0.0,0.0,28.0
0.0,1.0,0.0,0.0,0.0,9.0,736.0,0.0,0.0,736.0
0.0,1.0,0.0,0.0,0.0,1.0,70.0,-7.2,-34.0,28.8
0.0,0.0,0.0,0.0,1.0,1.0,58.0,0.0,0.0,58.0
0.0,0.0,1.0,0.0,0.0,-8.8,0.0,79.2,,
0.0,1.0,0.0,0.0,0.0,2.0,92.0,0.0,0.0,92.0
1.0,0.0,0.0,0.0,0.0,2.0,48.0,Afghanistan,0.0,43.2
0.0,1.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,136.0
0.0,0.0,0.0,0.0,1.0,3.0,120.0,0.0,0.0,120.0
0.0,0.0,0.0,1.0,0.0,,18.0,0.0,0.0,18.0
0.0,1.0,0.0,0.0,0.0,\ɵ͌,115.0,Afghanistan,0.0,115.0
0.0,1.0,0.0,0.0,0.0,2.0,272.0,0.0,0.0,272.0
0.0,1.0,0.0,0.0,0.0,1.0,4400,-4.6,0.0,41.4
1.0,0.0,0.0,0.0,0.0,47.0,2696.8,-44.16,,2652.64
1.0,0.0,0.0,0.0,0.0,2.0,90.0,0.0,0.0,90.0
1.0,0.0,0.0,0.0,0.0,2.0,152.0,-15.2,0.0,136.8
0.0,1.0,0.0,0.0,0.0,1.0,115.0,-11.5,0.0,103.5
1.0,0.0,0.0,0.0,0.0,2.0,64.0,0.0,0.0,64.0
0.0,0.0,1.0,0.0,0.0,1.0,58.0,0.0,0.0,58.0
0.0,0.0,0.0,0.0,1.0,10.0,106.5,-4.19,0.0,102.31
0.0,1.0,0.0,0.0,0.0,1.0,Ŷ̮ʜɔ,..00,,58.0
0.0,1.0,0.0,0.0,0.0,dɪǜ,,0.0,0.0,145.0
1.0,0.0,0.0,0.0,0.0,2.0,%Įƻ1Ȫ,0.0,0.0,163.0
1.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,,48.0
0.0,0.0,0.0,0.0,1.0,1.0,28.0,0.0,0.0,28.0
0.0,0.0,1.0,0.0,0.0,2.0,42.0,-4.2,0.0,37.8
1.0,0.0,0.0,0.0,0.0,1.0,98.0,-9.8,0.0,88.2
0.0,1.0,0.0,0.0,0.0,1.0,145.0,-14.5,0.0,130.5
0.0,0.0,0.0,1.0,0.0,,64.0,-3.2,0.0,60.8
0.0,1.0,0.0,0.0,0.0,4.0,176.0,-4.4,0.0,171.6
0.0,1.0,0.0,0.0,0.0,5.0,1467.0,-57.6,0.0,1409.4
1.0,0.0,0.0,0.0,0.0,1.0,0.821,0.0,0.0,128.0
1.0,0.0,0.0,0.0,0.0,2.0,96.0,-4.8,˿=,91.2
1.0,0.0,0.0,0.0,0.0,3.0,132.0,-8.4,0.0,123.6
0.0,1.0,0.0,0.0,0.0,3.0,304.0,-11.0,0.0,293.0
0.0,1.0,0.0,0.0,0.0,1.0,174.0,-17.4,0.0,156.6
0.0,1.0,0.0,0.0,0.0,1.0,145.0,0.0,c4ʡ,145.0
1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,185.0
0.0,1.0,0.0,0.0,0.0,1.0,125.0,0.0,0.0,125.0
0.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0,18.0
1.0,0.0,0.0,0.0,0.0,..,28.0,0.0,0.0,28.0
1.0,0.0,0.0,0.0,0.0,14.0,435.0,-20.1,0.0,414.9
0.0,0.0,0.0,1.0,0.0,2.0,56.0,0.0,0.0,56.0
0.0,1.0,0.0,0.0,0.0,2.0,88.0,-8.8,0.0,79.2
0.0,1.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,185.0
0.0,0.0,0.0,0.0,1.0,20.0,560.0,-2.81,0.0,557.19
1.0,0.0,0.0,0.0,0.0,4.0,158.8,-8.38,0.0,150.42
0.0,0.0,0.0,0.0,1.0,1.0,18.0,E¶ƫ,0.0,18.0
0.0,0.0,1.0,0.0,0.0,2.0,56.0,-5.6,0.0,50.4
0.0,0.0,0.0,0.0,1.0,13.0,148.5,-5.24,0000,143.26
0.0,0.0,1.0,0.0,0.0,3.0,130.0,-3.5,0.0,126.5
0.0,0.0,0.0,1.0,0.0,1.0,54.0,00,0.0,54.0
1.0,0.0,0.0,0.0,0.0,2.0,1166..00,0.0,0.0,136.0
0.0,1.0,0.0,0.0,0.0,1.0,48.0,0.0,0.0,48.0
1.0,0.0,0.0,0.0,0.0,6.0,348.0,-11.6,0.0,336.4
0.0,0.0,1.0,0.0,0.0,4.0,272.0,-20.4,0.0,251.6
0.0,0.0,1.0,0.0,0.0,5.0,408.0,-20.4,,319.6
0.0,0.0,1.0,0.0,0.0,2.0,Alabama,0.0,0.0,270.0
0.0,0.0,0.0,1.0,0.0,4.0,72.0,-3.61,0.0,68.39
0.0,0.0,0.0,0.0,1.0,1.0,96.0,-4.8,--4488,43.2
0.0,1.0,0.0,0.0,0.0,1.0,58.0,Afghanistan,0.0,52.2
0.0,0.0,0.0,1.0,0.0,11.0,360.0,-19.4,0.0,340.6
0.0,1.0,0.0,0.0,0.0,1.0,34.0,B͊,0.0,34.0
0.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,IȽ,16.0
0.0,1.0,0.0,0.0,0.0,5.0,206.0,-7.2,-34.0,164.8
0.0,0.0,1.0,0.0,0.0,1.0,68.0,0.0,0.0,68.0
0.0,0.0,1.0,0.0,0.0,1.0,34.0,0.0,0.0,34.0
0.0,1.0,0.0,0.0,0.0,2.0,96.0,0.0,0.0,96.0
1.0,0.0,0.0,0.0,0.0,3.0,152.0,-3.8,-34.2,114.0
0.0,0.0,1.0,0.0,0.0,2.0,208.0,-9.8,0.0,198.2
0.0,0.0,0.0,1.0,0.0,2.0,64.0,-3.21,Ĺ̓,60.79
0.0,0.0,0.0,1.0,0.0,1.0,28.0,-2.8,0.0,25.2
0.0,1.0,0.0,0.0,0.0,4.0,112.0,-2.8,UŢʫ,109.2
0.0,1.0,0.0,0.0,0.0,2.0,58.0,-6.0,0.0,52.0
1.0,0.0,0.0,0.0,0.0,3.0,1660.0,,-365ĩ.0,1295.0
0.0,0.0,0.0,0.0,1.0,7.0,,0.0,0.0,76.5
0.0,1.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,185.0
0.0,0.0,0.0,1.0,0.0,0.1,22.0,-2.21,s,19.79
0.0,0.0,0.0,0.0,1.0,24.0,906.0,-18.99,0.0,887.01
0.0,0.0,0.0,0.0,1.0,dŽƧ,28.0,0.0,0.0,28.0
0.0,0.0,0.0,1.0,0.0,5.0,240.0,-9.6,0.0,230.4
0.0,0.0,1.0,0.0,0.0,2.0,130.0,0.0,0.0,130.0
0.0,1.0,0.0,0.0,0.0,!ˊ',34.0,0.0,0.0,34.0
1.0,0.0,0.0,0.0,0.0,2.0,44.0,-2.2,0.0,41.8
0.0,1.0,0.0,0.0,0.0,1.0,288.0,--88..,0.0,259.2
0.0,1.0,0.0,0.0,0.0,7.0,952.0,-13.6,0.0,938.4
1.0,0.0,0.0,0.0,0.0,1.0,68.0,0.0,0.0,68.0
0.0,1.0,0.0,0.0,0.0,1.0,145.0,-14.5,0.0,130.5
1.0,0.0,0.0,0.0,0.0,2.0,244.0,Ṙ̴,s,244.0
0.0,1.0,0.0,0.0,0.0,1.0,1188,0.0,0.0,185.0
0.0,1.0,0.0,0.0,0.0,6.0,194.0,-6.41,0.0,187.59
0.0,0.0,0.0,1.0,0.0,1.0,34.0,,0.0,34.0
0.0,0.0,1.0,0.0,0.0,1.0,68.0,Afghanistan,0.0,68.0
0.0,1.0,0.0,0.0,0.0,1.0,ͷ͡Fq,,0.0,120.0
0.0,0.0,1.0,0.0,0.0,1.0,120.0,--..,-54.0,60.0
1.0,0.0,0.0,0.0,0.0,3.0,0.66,0.0,..,66.0
1.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,28.0
0.0,1.0,0.0,0.0,0.0,3.0,525.0,0.0,0.0,525.0
0.0,0.0,0.0,1.0,0.0,1.0,Alabama,0.0,0.0,48.0
0.0,1.0,0.0,0.0,0.0,2.0,,-16.23,0.0,165.77
1.0,0.0,0.0,0.0,0.0,5.0,625.0,0.0,00,625.0
0.0,1.0,0.0,0.0,0.0,1.0,125.0,0.0,0.0,125.0
0.0,1.0,0.0,0.0,0.0,2.0,410.0,,0.0,389.5
0.0,1.0,0.0,0.0,0.0,1.0,"""́)",-37.0,0.0,148.0
0.0,1.0,0.0,0.0,0.0,1.0,110.0,0.0,0.0,110.0
0.0,0.0,0.0,1.0,0.0,4.0,136.0,Afghanistan,0.0,115.6
1.0,0.0,0.0,0.0,0.0,3.0,144.0,ǣ7s,0.0,139.2
1.0,0.0,0.0,0.0,0.0,3.0,66.0,0.0,0.0,66.0
0.0,1.0,0.0,0.0,0.0,1.0,145.0,0.0,,145.0
0.0,0.0,0.0,1.0,0.0,10.0,280.0,-10.44,0.0,269.56
0.0,0.0,0.0,1.0,0.0,42.0,602.0,-7.01,-14.0,580.99
0.0,1.0,0.0,0.0,0.0,1.0,28.0,-ɶ),0.0,28.0
0.0,1.0,0.0,0.0,0.0,20.0,2310.0,-66.0,-110.0,2134.0
1.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,32.0
0.0,1.0,0.0,0.0,0.0,2.0,136.0,-6.8,0.0,129.2
1.0,0.0,0.0,0.0,0.0,7.0,272.0,-3.52,0Ƙ̿,268.48
1.0,0.0,0.0,0.0,0.0,6.0,122.0,-1.8,0.0,120.2
1.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,32.0
1.0,0.0,0.0,0.0,0.0,6.0,522.0,Afghanistan,0.0,522.0
1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,18.0
0.0,1.0,0.0,0.0,0.0,,160.0,0.0,0.0,160.0
1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,144.0
1.0,0.0,0.0,0.0,0.0,1.0,125.0,0.0,0.0,125.0
1.0,0.0,0.0,0.0,0.0,2.0,73.1,-4.08,0.0,69.02
1.0,0.0,0.0,0.0,0.0,1.0,58.0,--8811,0.0,52.19
0.0,1.0,0.0,0.0,0.0,1.0,94.0,0.0,0.0,94.0
0.0,1.0,0.0,0.0,0.0,4.0,192.0,-7.79,-38.0,146.21
0.0,0.0,0.0,0.0,1.0,1.0,32.0,0.0,0.0,32.0
1.0,0.0,0.0,0.0,0.0,16.0,408.0,¥ˊ\,-21.6,372.8
0.0,0.0,0.0,0.0,1.0,1.0,,yƎǤ,0.0,35.1
1.0,0.0,0.0,0.0,0.0,2.0,64.0,0.0,0.0,64.0
0.0,0.0,0.0,1.0,0.0,8.0,168.0,-5.62,--55..,106.38
1.0,0.0,0.0,0.0,0.0,2.0,50.0,,0.0,50.0
1.0,0.0,0.0,0.0,0.0,1.0,42.Ä0,0.0,0.0,42.0
0.0,1.0,0.0,0.0,0.0,Some college,0.84,-12.0,0.0,36.0
0.0,0.0,1.0,0.0,0.0,1.0,nÀɜJ,0.0,0.0,68.0
0.0,1.0,0.0,0.0,0.0,2.0,188.0,-9.4,0.0,178.6
1.0,0.0,0.0,0.0,0.0,2.0,96.0,0.0,,96.0
0.0,0.0,0.0,1.0,0.0,5.0,202.0,-7.6,0.0,194.4
0.0,1.0,0.0,0.0,0.0,11.0,393.25,-25.0,"""ɻǾ",368.25
0.0,1.0,0.0,0.0,0.0,1.0,145.0,0.0,s,145.0
1.0,0.0,0.0,0.0,0.0,,950.0,-17.6,00,932.4
1.0,0.0,0.0,0.0,0.0,3.0,432.0,-43.2,0.0,388.8
0.0,0.0,0.0,1.0,0.0,1.0,22.0,0.0,0.0,22.0
1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,22.0
0.0,1.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,24.0
0.0,0.0,0.0,0.0,1.0,29.0,307.5,-14.16,,293.34
0.0,1.0,0.0,0.0,0.0,2.0,96.0,-4.79,,91.21
0.0,0.0,0.0,1.0,0.0,Lʾ̺,1188..,0.0,0.0,18.0
1.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,145.0
0.0,1.0,0.0,0.0,0.0,O#ϛ,84.0,-4.2,0.0,79.8
0.0,0.0,0.0,0.0,1.0,2.0,36.0,0.0,0.0,36.0
1.0,0.0,0.0,0.0,0.0,Some college,150.0,0.0,0.0,150.0
0.0,1.0,0.0,0.0,0.0,3.0,204.0,0.0,0.0,204.0
1.0,0.0,0.0,0.0,0.0,<mŊ,288.0,-9.61,,278.39
0.0,1.0,0.0,0.0,0.0,10.0,1100.0,-26.13,0000,1073.87
1.0,0.0,0.0,0.0,0.0,2.0,36.0,,0.0,36.0
1.0,0.0,0.0,0.0,0.0,58.0,1392ĭ.0,-36.0,,1356.0
0.0,0.0,0.0,1.0,0.0,2.0,55,-11.2,0.0,44.8
0.0,0.0,0.0,1.0,0.0,2.0,12ñ0.0,0.0,0.0,120.0
0.0,1.0,0.0,0.0,0.0,2.0,256.0,0.0,-128.0,128.0
0.0,1.0,0.0,0.0,0.0,1.0,330000,0.0,-195.0,195.0
0.0,1.0,0.0,0.0,0.0,1.0,34.0,-5.1,0.0,28.9
0.0,0.0,0.0,0.0,1.0,1.0,115.0,--,0.0,103.5
0.0,1.0,0.0,0.0,0.0,1.0,38.0,0.0,0.0,38.0
1.0,0.0,0.0,0.0,0.0,3.0,384.0,-12.8,0.0,371.2
0.0,1.0,0.0,0.0,0.0,2.0,96.0,0.0,0.0,96.0
0.0,1.0,0.0,0.0,0.0,1.0,0.012,0.0,0.0,210.0
0.0,0.0,0.0,1.0,0.0,Some college,48.0,0.0,0.0,48.0
0.0,1.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,34.0
0.0,0.0,1.0,0.0,0.0,2.0,84.0,0.0,0.0,84.0
0.0,1.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,28.0
0.0,1.0,0.0,0.0,0.0,2.0,136.0,0.0,0.0,136.0
0.0,1.0,0.0,0.0,0.0,0.1,225500,-12.5,0.0,112.5
0.0,1.0,0.0,0.0,0.0,1.0,72.0,-14.4,0.0,57.6
1.0,0.0,0.0,0.0,0.0,Some college,34.0,0.0,0.0,34.0
0.0,0.0,0.0,0.0,1.0,15.0,171.0,CģSɇļ,0.0,169.95
0.0,0.0,1.0,0.0,0.0,2.0,136.0,-6.8,0.0,129.2
0.0,1.0,0.0,0.0,0.0,2.0,350.0,Afghanistan,0.0,350.0
0.0,0.0,0.0,1.0,0.0,2.0,7700,-3.8,0.0,72.2
0.0,1.0,0.0,0.0,0.0,2.0,220.0,0.0,0.0,220.0
0.0,0.0,0.0,1.0,0.0,3.0,54.0,-1.8,0.0,52.2
0.0,1.0,0.0,0.0,0.0,1.0,46.0,-4.6,0.0,41.4
0.0,1.0,0.0,0.0,0.0,3.0,72.0,-2.4,0.0,69.6
0.0,0.0,0.0,0.0,1.0,1.0,22.0,-2.2,0.0,19.8
1.0,0.0,0.0,0.0,0.0,2.0,136.0,0.0,0.0,136.0
0.0,1.0,0.0,0.0,0.0,7.0,1225.0,yŠ;ɅͿ,0.0,1155.0
0.0,0.0,0.0,0.0,1.0,4.0,56.0,0.0,0.0,56.0
0.0,0.0,0.0,1.0,0.0,2.0,88.0,-4.4,0.0,83.6
0.0,0.0,0.0,0.0,1.0,8.0,110000,0.0,0.0,100.0
1.0,0.0,0.0,0.0,0.0,1.0,185.0,-37.0,0.0,148.0
0.0,1.0,0.0,0.0,0.0,11..00,240.0,-24.0,0.0,216.0
0.0,0.0,0.0,1.0,0.0,2.0,76.0,0.0,,76.0
0.0,1.0,0.0,0.0,0.0,3.0,144.0,-4.8,0.0,139.2
0.0,0.0,0.0,0.0,1.0,14.0,172.0,-4.8,0.0,167.2
0.0,1.0,0.0,0.0,0.0,7.0,196.0,-8.39,0.0,187.61
0.0,1.0,0.0,0.0,0.0,1.0,28.0,2288,0.0,25.19
1.0,0.0,0.0,0.0,0.0,2.0,70.0,0.0,,70.0
0.0,0.0,0.0,0.0,1.0,13.0,312.0,-4.81,0.0,307.19
0.0,1.0,0.0,0.0,0.0,1.0,110.0,0.0,0.0,110.0
0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,88.0
1.0,0.0,0.0,0.0,0.0,1.0,44.0,0.0,0.0,44.0
0.0,0.0,0.0,0.0,1.0,2.0,42.0,0.0,0.0,42.0
0.0,0.0,1.0,0.0,0.0,2.0,156.0,Afghanistan,0.0,156.0
0.0,0.0,1.0,0.0,0.0,1.0,45.0,0.0,0.0,45.0
0.0,0.0,0.0,0.0,1.0,0.0,16.5,0.0,-16.5,0.0
0.0,1.0,0.0,0.0,0.0,6.0,266.0,-3.8,s,224.2
0.0,1.0,0.0,0.0,0.0,7.0,1035.0,-23.0,-230.0,782.0
0.0,0.0,1.0,0.0,0.0,2.0,130.0,-13.0,0.0,117.0
0.0,0.0,0.0,1.0,0.0,8.0,176.0,-6.6,0.0,169.4
0.0,1.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,136.0
1.0,0.0,0.0,0.0,0.0,1.0,99.0,-9.9,0.0,89.1
0.0,1.0,0.0,0.0,0.0,Some college,116.0,-11.6,0.0,104.4
0.0,1.0,0.0,0.0,0.0,'˭ċ,145.0,0.0,0.0,145.0
0.0,1.0,0.0,0.0,0.0,1.0,46.0,0.0,0.0,46.0
0.0,1.0,0.0,0.0,0.0,1.0,175.0,-17.5,0.0,157.5
0.0,0.0,0.0,0.0,1.0,Some college,22.0,̼ͣɈ,0.0,19.8
0.0,1.0,0.0,0.0,0.0,1.0,175.0,-17.5,,157.5
1.0,0.0,0.0,0.0,0.0,9.0,162.0,-7.21,0.0,154.79
0.0,1.0,0.0,0.0,0.0,1.0,38.0,0.0,0.0,38.0
0.0,1.0,0.0,0.0,0.0,4.0,194.0,-5.0,0.0,189.0
0.0,1.0,0.0,0.0,0.0,1.0,58.0,0.0,0.0,58.0
1.0,0.0,0.0,0.0,0.0,1.0,22.Â0,0.0,0.0,22.0
0.0,0.0,0.0,1.0,0.0,3.0,102.0,-6.8,0.0,95.2
0.0,0.0,0.0,0.0,1.0,1.0,31.5,0.0,0.0,31.5
0.0,0.0,0.0,0.0,1.0,1.0,28.0,-2.8,0.0,25.2
0.0,0.0,1.0,0.0,0.0,8.0,304.0,-22.8,0.0,281.2
0.0,0.0,1.0,0.0,0.0,#πĵ,85.0,0.0,..,85.0
0.0,1.0,0.0,0.0,0.0,5.0,550.0,-22.0,vͷ,528.0
0.0,0.0,1.0,0.0,0.0,44..,286.0,-13.6,s,272.4
0.0,1.0,0.0,0.0,0.0,3.0,84.0,0.0,0.0,84.0
1.0,0.0,0.0,0.0,0.0,2.0,128.0,-ö12.8,0.0,115.2
0.0,1.0,0.0,0.0,0.0,1.0,Alabama,-24.0,00,216.0
0.0,1.0,0.0,0.0,0.0,13.0,7744..,Afghanistan,0.0,3427.2
1.0,0.0,0.0,0.0,0.0,14.0,350.0,-17.2,0.0,332.8
0.0,0.0,0.0,0.0,1.0,1.0,22.0,1ǌɴ,0.0,22.0
1.0,0.0,0.0,0.0,0.0,̩L,165.0,0.0,0.0,165.0
