f1,f2,f3,f4,f5,Net Quantity,Gross Sales,Discounts,Returns,Total Net Sales
0.0,1.0,0.0,0.0,0.0,1.0,58.0,-11.6,0.0,46.4
0.0,0.0,0.0,0.0,1.0,3.0,84.0,-2.8,0.0,81.2
0.0,1.0,0.0,0.0,0.0,3.0,348.0,0.0,0.0,348.0
0.0,0.0,0.0,0.0,1.0,1.0,28.0,-2.8,5ü,25.2
0.0,0.0,0.0,0.0,1.0,7.0,84.0,-3.6,0.0,80.4
0.0,1.0,0.0,0.0,0.0,10.0,4ô20.0,-9.6,0.0,410.4
1.0,0.0,0.0,0.0,0.0,4.0,176.0,0.0,0.0,176.0
1.0,0.0,0.0,0.0,0.0,1.0,95.0,0.0,0.0,95.0
1.0,0.0,0.0,0.0,0.0,1.0,82.0,66,0.0,65.6
1.0,0.0,0.0,0.0,0.0,..,36.0,-1.8,0.0,34.2
0.0,0.0,0.0,0.0,1.0,4.0,72.0,-5.4,0.0,66.6
0.0,1.0,0.0,0.0,0.0,1.0,110.0,0.0,0.0,110.0
1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,14.0
0.0,0.0,1.0,0.0,0.0,1.0,32.0,Afghanistan,0.0,28.8
1.0,0.0,0.0,0.0,0.0,,ħ1062.0,-33.6,s,1028.4
0.0,1.0,0.0,0.0,0.0,2.0,116.0,0.0,0.0,116.0
1.0,0.0,0.0,0.0,0.0,2.0,1625.0,-5.0,0.0,1620.0
0.0,0.0,1.0,0.0,0.0,ʈ,124.0,0.0,0.0,124.0
0.0,1.0,0.0,0.0,0.0,1.0,68.0,0.0,X˼{,68.0
1.0,0.0,0.0,0.0,0.0,1.0,42.0,00,0.0,42.0
0.0,1.0,0.0,0.0,0.0,4.0,188.0,0.0,0.0,188.0
0.0,1.0,0.0,0.0,0.0,2.0,86.0,0.0,0.0,86.0
0.0,1.0,0.0,0.0,0.0,2.0,84.0,0.0,0.0,84.0
0.0,0.0,0.0,1.0,0.0,4.0,88.0,0.0,0.0,88.0
0.0,0.0,0.0,0.0,1.0,11.0,132.0,0.0,L̡ʼ΄,132.0
0.0,0.0,0.0,0.0,1.0,3.0,84.0,-2Å.8,0.0,81.2
0.0,1.0,0.0,0.0,0.0,1.0,48.0,0.0,0.0,48.0
0.0,1.0,0.0,0.0,0.0,10.0,1100.0,-11.0,0.0,1089.0
1.0,0.0,0.0,0.0,0.0,11.0,858.0,-23.6,0.0,834.4
0.0,0.0,0.0,1.0,0.0,..,136.0,0.0,,136.0
0.0,1.0,0.0,0.0,0.0,2.0,68.0,0.0,0.0,68.0
0.0,0.0,0.0,1.0,0.0,,28.0,0.0,0.0,28.0
0.0,0.0,0.0,1.0,0.0,6600,0.252,-8.41,0.0,243.59
0.0,0.0,0.0,1.0,0.0,7.0,196.0,-16.79,0.0,179.21
0.0,1.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,62.0
0.0,1.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,145.0
0.0,1.0,0.0,0.0,0.0,8.0,428.0,-19.2,-46.0,362.8
0.0,1.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,185.0
1.0,0.0,0.0,0.0,0.0,1.0,36.0,-3.6,0.0,32.4
0.0,1.0,0.0,0.0,0.0,0.0,195.0,0.0,-195.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,145.0
0.0,0.0,0.0,1.0,0.0,rǷȜ,72.0,Á-2.4,0.0,69.6
0.0,1.0,0.0,0.0,0.0,1.0,185.0,-18.5,00,166.5
1.0,0.0,0.0,0.0,0.0,1.0,52.0,0.0,0.0,52.0
0.0,1.0,0.0,0.0,0.0,1.0,175.0,0.0,0.0,175.0
0.0,0.0,1.0,0.0,0.0,18.0,1224.0,-÷40.8,0.0,1183.2
0.0,1.0,0.0,0.0,0.0,1À1.0,,-33.2,0.0,864.8
0.0,1.0,0.0,0.0,0.0,1.0,365.0,-36.5,0.0,328.5
0.0,1.0,0.0,0.0,0.0,4.0,204.0,..88,0.0,198.2
1.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,22.0
1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,s,18.0
0.0,0.0,0.0,1.0,0.0,3.0,114.0,-3.8,0.0,110.2
0.0,1.0,0.0,0.0,0.0,1.0,175.0,0.0,0.0,175.0
0.0,1.0,0.0,0.0,0.0,4.0,192.0,-4.8,qʤŌ,187.2
0.0,1.0,0.0,0.0,0.0,3.0,44..00,-46.4,0.0,301.6
0.0,0.0,0.0,1.0,0.0,1.0,28.0,0.0,0.0,28.0
1.0,0.0,0.0,0.0,0.0,2.0,90.0,-2.5,,87.5
0.0,1.0,0.0,0.0,0.0,12.0,528.0,-18.8,0.0,509.2
0.0,0.0,0.0,1.0,0.0,2.0,76.0,0.0,0.0,76.0
0.0,1.0,0.0,0.0,0.0,1.0,48.0,0.0,0.0,48.0
1.0,0.0,0.0,0.0,0.0,2.0,36.0,0.0,0.0,36.0
0.0,1.0,0.0,0.0,0.0,1.0,220.0,-22.0,0.0,198.0
0.0,1.0,0.0,0.0,0.0,3.0,22,0.0,0.0,298.0
1.0,0.0,0.0,0.0,0.0,Some college,1155.0,,0.0,1107.49
0.0,0.0,0.0,0.0,1.0,13.0,156.0,0.0,,156.0
1.0,0.0,0.0,0.0,0.0,Some college,128.0,-6.41,0.0,121.59
0.0,0.0,0.0,1.0,0.0,1.0,28.0,0.0,0.0,28.0
1.0,0.0,0.0,0.0,0.0,1.0,28.0,,0.0,28.0
0.0,0.0,1.0,0.0,0.0,5.0,1125.0,-22.5,0.0,1102.5
0.0,0.0,0.0,1.0,0.0,2.0,96.0,0.0,0.0,96.0
0.0,1.0,0.0,0.0,0.0,2.0,,0.0,0.0,330.0
0.0,1.0,0.0,0.0,0.0,1.0,116.0,0.0,0.0,116.0
0.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0,18.0
0.0,0.0,0.0,0.0,1.0,21.0,374.0,ʳ)ʡɅ,0.0,372.61
0.0,1.0,0.0,0.0,0.0,0.0,116.0,-23.2,ʣΊ˶Ĵ,0.0
0.0,1.0,0.0,0.0,0.0,1.0,185.0,0.0,00..,185.0
0.0,0.0,0.0,1.0,0.0,8.0,192.0,-9.59,0.0,182.41
0.0,0.0,0.0,0.0,1.0,18.0,360.0,-4.0,0.0,356.0
1.0,0.0,0.0,0.0,0.0,1.0,125.0,0.0,0.0,125.0
0.0,1.0,0.0,0.0,0.0,1.0,Alabama,-6.8,0.0,61.2
0.0,1.0,0.0,0.0,0.0,5.0,550.0,-22.0,0.0,528.0
0.0,1.0,0.0,0.0,0.0,3.0,330.0,0.0,,330.0
0.0,1.0,0.0,0.0,0.0,Some college,175.0,0.0,0.0,175.0
0.0,1.0,0.0,0.0,0.0,1.0,185ü.0,0.0,0.0,185.0
0.0,1.0,0.0,0.0,0.0,1.0,136.0,-13.6,0.0,122.4
0.0,0.0,0.0,1.0,0.0,2.0,56.0,-11.2,0.0,44.8
0.0,0.0,0.0,1.0,0.0,6.0,84.0,0.0,00..,84.0
1.0,0.0,0.0,0.0,0.0,1.0,95.0,0.0,0.0,95.0
0.0,0.0,0.0,1.0,0.0,32.0,1536.0,-76.8,0.0,1459.2
0.0,1.0,0.0,0.0,0.0,2.0,0.69,-4.8,	ʧď,91.2
1.0,0.0,0.0,0.0,0.0,,198.0,9΅Ɔ˚ƺ,s,178.2
1.0,0.0,0.0,0.0,0.0,1.0,38.0,-3.8,0.0,34.2
1.0,0.0,0.0,0.0,0.0,2.0,136.0,0.0,0.0,136.0
0.0,0.0,0.0,1.0,0.0,5.0,140.0,-2.8,0.0,137.2
0.0,0.0,0.0,1.0,0.0,1.0,68.0,0.0,0.0,68.0
0.0,0.0,0.0,0.0,1.0,4.0,112.0,0.0,0.0,112.0
0.0,1.0,0.0,0.0,0.0,1.0,42.0,Afghanistan,0.0,42.0
0.0,1.0,0.0,0.0,0.0,1.0,2ǃʸȖ,0.0,0.0,48.0
1.0,0.0,0.0,0.0,0.0,8.0,224.0,-14.0,0.0,210.0
0.0,1.0,0.0,0.0,0.0,12.0,Alabama,-17.6,-37.0,491.4
0.0,1.0,0.0,0.0,0.0,6.0,170.0,-11.6,0.0,158.4
0.0,0.0,0.0,1.0,0.0,1.0,32.0,-3.2,0.0,28.8
0.0,0.0,0.0,0.0,1.0,1.0,18.0,-1.8,0.0,16.2
1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,24.0
0.0,1.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,185.0
0.0,0.0,1.0,0.0,0.0,2.0,76.0,-3.8,0.0,72.2
0.0,0.0,1.0,0.0,0.0,2.0,116.0,-5.8,0.0,110.2
0.0,0.0,0.0,0.0,1.0,nň,140.0,0.0,00,140.0
0.0,1.0,0.0,0.0,0.0,2.0,220.0,0.0,0.0,220.0
0.0,1.0,0.0,0.0,0.0,6.0,408.0,-11.8,0.0,396.2
0.0,0.0,0.0,1.0,0.0,2.0,64.0,0.0,0.0,64.0
0.0,0.0,0.0,0.0,1.0,2.0,264.0,0.0,0.0,264.0
0.0,1.0,0.0,0.0,0.0,1.0,0.541,-5.0,0.0,140.0
1.0,0.0,0.0,0.0,0.0,)Ƕ,40.0,0.0,0.0,40.0
0.0,0.0,0.0,1.0,0.0,2.0,44.0,0.0,0.0,44.0
0.0,0.0,1.0,0.0,0.0,1.0,76.0,-7.6,-38.0,30.4
0.0,1.0,0.0,0.0,0.0,1.0,44.0,0.0,..,44.0
0.0,1.0,0.0,0.0,0.0,1.0,125.0,0.0,0.0,125.0
0.0,1.0,0.0,0.0,0.0,1.0,44.0,-8.8,0.0,35.2
0.0,1.0,0.0,0.0,0.0,3.0,1179.0,0.0,-288.0,891.0
1.0,0.0,0.0,0.0,0.0,3.0,440.0,..,-110.0,330.0
0.0,0.0,0.0,1.0,0.0,11.0,528.0,-33.58,|˯ˋ,494.42
1.0,0.0,0.0,0.0,0.0,30.0,1260.0,-46.2,0.0,1213.8
0.0,0.0,0.0,1.0,0.0,3.0,122.0,0.0,0.0,122.0
0.0,0.0,0.0,1.0,0.0,96.0,1400.0,-42.0,-56.0,1302.0
0.0,1.0,0.0,0.0,0.0,3.0,Alabama,-5.0,0.0,55.0
0.0,1.0,0.0,0.0,0.0,1.0,Alabama,0.0,a͓ʜ,28.0
1.0,0.0,0.0,0.0,0.0,4.0,157.0,0.0,0.0,157.0
0.0,0.0,0.0,0.0,1.0,3.0,84.0,Afghanistan,0.0,84.0
0.0,0.0,0.0,0.0,1.0,1.0,32.0,0.0,0.0,32.0
0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,38.0
0.0,0.0,0.0,1.0,0.0,2.0,56.0,,0.0,56.0
1.0,0.0,0.0,0.0,0.0,15.0,227788,-8.71,0.0,269.29
0.0,0.0,0.0,0.0,1.0,6.0,72.0,-7.2,0.0,64.8
0.0,1.0,0.0,0.0,0.0,3.0,163.0,-4.8,0.0,158.2
0.0,1.0,0.0,0.0,0.0,9.0,,-57.5,0.0,1257.5
1.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,0.0,45.0
1.0,0.0,0.0,0.0,0.0,2.0,36.0,-2.1,0.0,33.9
0.0,1.0,0.0,0.0,0.0,3.0,525.0,-17.5,0.0,507.5
1.0,0.0,0.0,0.0,0.0,3.0,114.0,-3.8,0.0,110.2
0.0,0.0,0.0,0.0,1.0,2.0,84.0,Afghanistan,-28.0,56.0
0.0,0.0,1.0,0.0,0.0,3.0,234.0,-19.5,0.0,214.5
0.0,1.0,0.0,0.0,0.0,1.0,175.0,0.0,0.0,175.0
1.0,0.0,0.0,0.0,0.0,3.0,54.0,-1.8,0.0,52.2
0.0,1.0,0.0,0.0,0.0,1.0,58.0,00..0Ĝ0,0.0,58.0
0.0,0.0,0.0,0.0,1.0,2.0,56.0,0.0,0.0,56.0
0.0,0.0,0.0,0.0,1.0,5.0,140.0,-5.6,,134.4
0.0,0.0,1.0,0.0,0.0,4.0,176.0,-4.4,0.0,171.6
0.0,0.0,1.0,0.0,0.0,3.0,374.0,0.0,0.0,374.0
1.0,0.0,0.0,0.0,0.0,3.0,82.0,-2.2,0.0,79.8
0.0,0.0,0.0,1.0,0.0,1.0,58.0,0.0,0.0,58.0
1.0,0.0,0.0,0.0,0.0,7.0,315.0,-9.5,0.0,305.5
0.0,1.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,24.0
0.0,1.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,28.0
0.0,1.0,0.0,0.0,0.0,1.0,ø145.0,0.0,0.0,145.0
1.0,0.0,0.0,0.0,0.0,1.0,38.0,0.0,0.0,38.0
0.0,1.0,0.0,0.0,0.0,2.0,232.0,-23.2,0.0,208.8
0.0,0.0,0.0,1.0,0.0,8.0,112.0,0.0,0.0,112.0
1.0,0.0,0.0,0.0,0.0,1.0,38.0,..,0.0,38.0
0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,56.0
0.0,1.0,0.0,0.0,0.0,ˀ̊,,0.0,0000,165.0
0.0,0.0,0.0,1.0,0.0,2.0,36.0,0.0,0.0,36.0
0.0,1.0,0.0,0.0,0.0,,48.0,0.0,0.0,48.0
0.0,0.0,0.0,1.0,0.0,1.0,22.0,0.0,0.0,22.0
1.0,0.0,0.0,0.0,0.0,GƱǧ,66.0,-5.5,0.0,60.5
0.0,1.0,0.0,0.0,0.0,3.0,114.0,-3.8,0.0,110.2
0.0,1.0,0.0,0.0,0.0,1.0,58.0,0.0,s,58.0
1.0,0.0,0.0,0.0,0.0,1.0,45.0,-4.49,0.0,40.51
0.0,0.0,1.0,0.0,0.0,1.0,124.0,0.0,0.0,124.0
0.0,0.0,0.0,1.0,0.0,16.0,448.0,-8.4,0.0,439.6
1.0,0.0,0.0,0.0,0.0,3.0,195.0,0.0,0.0,195.0
0.0,0.0,0.0,1.0,0.0,2.0,32.0,0.0,0.0,32.0
0.0,1.0,0.0,0.0,0.0,1.0,48.0,,0.0,48.0
0.0,0.0,1.0,0.0,0.0,2.0,136.0,-3.4,0.0,132.6
1.0,0.0,0.0,0.0,0.0,4.0,272.0,0.0,0.0,272.0
1.0,0.0,0.0,0.0,0.0,3.0,144.0,-4.8,0.0,139.2
0.0,0.0,1.0,0.0,0.0,1.0,@§ʄň,0.0,0.0,88.0
1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,88.0
0.0,0.0,0.0,0.0,1.0,4.0,120.0,-5.99,0.0,114.01
0.0,0.0,1.0,0.0,0.0,7.0,879.0,0.0,0.0,879.0
0.0,1.0,0.0,0.0,0.0,2.0,370.0,-18.5,0.0,351.5
0.0,1.0,0.0,0.0,0.0,4.0,460.0,Afghanistan,0.0,460.0
0.0,0.0,0.0,1.0,0.0,18.0,912.0,-45.6,-48.0,818.4
0.0,1.0,0.0,0.0,0.0,1.0,145.0,̬͌,0.0,145.0
0.0,1.0,0.0,0.0,0.0,2.0,350.0,0.0,0.0,350.0
1.0,0.0,0.0,0.0,0.0,22,136.0,0.0,0.0,136.0
0.0,1.0,0.0,0.0,0.0,5.0,875.0,1177..,0.0,857.5
0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,14.0
1.0,0.0,0.0,0.0,0.0,1.0,̉ˤĘ,0.0,0.0,38.0
0.0,0.0,0.0,1.0,0.0,2.0,80.0,0.0,0.0,80.0
1.0,0.0,0.0,0.0,0.0,2.0,80.0,0.0,0.0,80.0
0.0,0.0,0.0,0.0,1.0,10.0,136.0,-9.6,-12.0,114.4
0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-106.25,-106.25
0.0,0.0,0.0,1.0,0.0,1.0,62.0,0.0,0.0,62.0
1.0,0.0,0.0,0.0,0.0,1.0,38.0,0.0,0.0,38.0
0.0,0.0,0.0,0.0,1.0,1.0,39.0,0.0,0.0,39.0
1.0,0.0,0.0,0.0,0.0,4.0,960.0,-72.0,0.0,888.0
0.0,1.0,0.0,0.0,0.0,11,68.0,-13.6,0.0,54.4
0.0,1.0,0.0,0.0,0.0,1.0,195.0,-19.5,s,175.5
0.0,1.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,185.0
0.0,0.0,1.0,0.0,0.0,2.0,72.0,5˄Ϋ,0.0,72.0
1.0,0.0,0.0,0.0,0.0,34.0,14935.0,-594.0,-1609.0,12732.0
0.0,1.0,0.0,0.0,0.0,1.0,88.0,0.0,ʐ8,88.0
1.0,0.0,0.0,0.0,0.0,7.0,476.0,-20.4,0.0,455.6
0.0,0.0,0.0,0.0,1.0,1.0,Alabama,0.0,-44.0,44.0
0.0,1.0,0.0,0.0,0.0,3.0,114.0,-11.6,-28.0,74.4
0.0,1.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,145.0
0.0,1.0,0.0,0.0,0.0,4.0,Alabama,-3.8,0.0,148.2
0.0,0.0,0.0,0.0,1.0,3.0,102.0,,0.0,98.59
1.0,0.0,0.0,0.0,0.0,8.0,176.0,-4.4,0.0,171.6
0.0,0.0,1.0,0.0,0.0,3.0,264.0,0.0,0.0,264.0
0.0,1.0,0.0,0.0,0.0,2.0,96.0,0.0,0.0,96.0
1.0,0.0,0.0,0.0,0.0,,288.0,-14.4,0.0,273.6
1.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,0.0,48.0
0.0,1.0,0.0,0.0,0.0,Ƥˤ,348.0,0.0,0.0,348.0
1.0,0.0,0.0,0.0,0.0,<ŀƇ,288.0,0.0,0.0,288.0
0.0,1.0,0.0,0.0,0.0,1.0,165.0,-16.5,0.0,148.5
0.0,1.0,0.0,0.0,0.0,1.0,110.0,0.0,0.0,110.0
1.0,0.0,0.0,0.0,0.0,2.0,90.0,0.0,0.0,90.0
0.0,1.0,0.0,0.0,0.0,4.0,182.0,0.0,0.0,182.0
0.0,0.0,0.0,1.0,0.0,1.0,28.0,0.0,0.0,28.0
0.0,1.0,0.0,0.0,0.0,2.0,144.0,0.0,0.0,144.0
0.0,0.0,0.0,1.0,0.0,1.0,72.0,-7.2,0.0,64.8
0.0,0.0,1.0,0.0,0.0,2.0,130.0,0.0,0.0,130.0
0.0,0.0,1.0,0.0,0.0,1.0,114.0,-7.6,-68.4,38.0
0.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0,18.0
0.0,0.0,0.0,0.0,1.0,45.0,437.0,-10.25,-8.54,418.21
1.0,0.0,0.0,0.0,0.0,1.0,42.0,-4.19,0.0,37.81
0.0,1.0,0.0,0.0,0.0,1.0,88.0,0.0,0.0,88.0
0.0,1.0,0.0,0.0,0.0,1.0,155.0,0.0,0.0,155.0
0.0,0.0,0.0,0.0,1.0,2.0,56.0,0.0,0.0,56.0
0.0,1.0,0.0,0.0,0.0,1.0,175.0,-17.49,,157.51
1.0,0.0,0.0,0.0,0.0,6.0,536.0,-6.8,-88.0,441.2
0.0,0.0,1.0,0.0,0.0,19.0,1748.0,-46.85,0.0,1701.15
0.0,0.0,0.0,0.0,1.0,7.0,126.0,-5.4,[¸ń,120.6
0.0,0.0,0.0,1.0,0.0,2.0,48.0,0.0,0.0,48.0
0.0,0.0,0.0,0.0,1.0,16.0,175.5,21.7-,0.0,168.38
0.0,0.0,1.0,0.0,0.0,8.0,544.0,-13.6,,530.4
0.0,0.0,1.0,0.0,0.0,1.0,64.0,0.0,0.0,64.0
0.0,1.0,0.0,0.0,0.0,1.0,44.0,0.0,0.0,44.0
1.0,0.0,0.0,0.0,0.0,2.0,90.0,0.0,00..00,90.0
0.0,1.0,0.0,0.0,0.0,7.0,770.0,-33.0,0.0,737.0
0.0,0.0,0.0,1.0,0.0,4.0,,-4.81,0.0,91.19
0.0,1.0,0.0,0.0,0.0,3.0,144.0,-4.8,0.0,139.2
0.0,0.0,0.0,1.0,0.0,1.0,24.0,0.0,0.0,24.0
1.0,0.0,0.0,0.0,0.0,1.0,45.0,,0.0,40.5
1.0,0.0,0.0,0.0,0.0,22.0,506.0,-10.99,-19.8,475.21
0.0,1.0,0.0,0.0,0.0,,165.0,Gēǻ,0.0,165.0
1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,18.0
0.0,1.0,0.0,0.0,0.0,1.0,68.0,Afghanistan,0.0,54.4
0.0,0.0,0.0,0.0,1.0,1.0,uŉ̪4,0.0,0.0,28.0
0.0,1.0,0.0,0.0,0.0,1.0,185.0,-18.5,0.0,166.5
0.0,1.0,0.0,0.0,0.0,1177..,2695.0,-52.5,-110.0,2532.5
1.0,0.0,0.0,0.0,0.0,,126.0,-8.4,0.0,117.6
0.0,1.0,0.0,0.0,0.0,17.0,3035.0,-63.25,s,2971.75
1.0,0.0,0.0,0.0,0.0,2.0,136.0,0.0,0.0,136.0
0.0,0.0,0.0,1.0,0.0,2.0,56.É0,0.0,0.0,56.0
1.0,0.0,0.0,0.0,0.0,3.0,72.0,0.0,0.0,72.0
1.0,0.0,0.0,0.0,0.0,10.0,2250.0,-180.0,0.0,2070.0
1.0,0.0,0.0,0.0,0.0,1.0,195.0,-19.5,0.0,175.5
0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,0.0,240.0
0.0,0.0,0.0,0.0,1.0,2.0,44.0,0.0,0.0,44.0
0.0,0.0,0.0,0.0,1.0,ǂ,32.0,-3.21,-28.79,0.0
1.0,0.0,0.0,0.0,0.0,4.0,152.0,0.0,0.0,152.0
0.0,0.0,0.0,0.0,1.0,3.0,84.0,-2.8,0.0,81.2
0.0,0.0,0.0,1.0,0.0,1.0,3Å4.0,0.0,0.0,34.0
0.0,1.0,0.0,0.0,0.0,1.0,116.0,-11.6,0.0,104.4
1.0,0.0,0.0,0.0,0.0,4.0,Alabama,0.0,0.0,172.0
0.0,0.0,1.0,0.0,0.0,5.0,204.0,-12.1,s,191.9
0.0,1.0,0.0,0.0,0.0,1.0,125.0,-12.5,0.0,112.5
0.0,0.0,0.0,0.0,1.0,,48.0,-4.8,0.0,43.2
1.0,0.0,0.0,0.0,0.0,1.0,385.0,Afghanistan,0.0,385.0
