f1,f2,f3,f4,f5,Net Quantity,Gross Sales,Discounts,Returns,Total Net Sales
0.0,1.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,145.0
0.0,1.0,0.0,0.0,0.0,3.0,,0.0,0.0,204.0
1.0,0.0,0.0,0.0,0.0,5.0,290.0,0.0,0.0,290.0
1.0,0.0,0.0,0.0,0.0,1.0,44.0,-4.4,0.0,39.6
0.0,1.0,0.0,0.0,0.0,3.0,84.0,-8.41,0.0,75.59
0.0,1.0,0.0,0.0,0.0,1.0,40.6,-4.06,0.0,36.54
0.0,1.0,0.0,0.0,0.0,..00,146.0,-20.8,-28.0,97.2
0.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0,18.0
0.0,1.0,0.0,0.0,0.0,7.0,876.5,-12.65,0.0,863.85
0.0,0.0,1.0,0.0,0.0,,574.0,-8.2,0.0,565.8
0.0,0.0,1.0,0.0,0.0,7.0,3õ04.0,-15.2,-38.0,250.8
1.0,0.0,0.0,0.0,0.0,Some college,32.0,0.0,0.0,32.0
0.0,1.0,0.0,0.0,0.0,3.0,330.0,-11.0,^d,319.0
0.0,0.0,0.0,0.0,1.0,1.0,76.0,0.0,0.0,76.0
0.0,1.0,0.0,0.0,0.0,1100,110.0,-11.0,0.0,99.0
0.0,1.0,0.0,0.0,0.0,1.0,145.0,00,0.0,145.0
0.0,1.0,0.0,0.0,0.0,2.0,92.0,-4.6,0.0,87.4
0.0,1.0,0.0,0.0,0.0,2.0,80.0,-8.0,0.0,72.0
0.0,0.0,0.0,1.0,0.0,3.0,Ê84.0,0.0,0.0,84.0
0.0,1.0,0.0,0.0,0.0,1.0,96.0,0.0,0.0,96.0
0.0,1.0,0.0,0.0,0.0,5.0,575.0,-23.0,Ľ˦,552.0
0.0,1.0,0.0,0.0,0.0,,440.0,0.0,-110.0,330.0
0.0,1.0,0.0,0.0,0.0,1.0,44.0,0.0,0.0,44.0
0.0,1.0,0.0,0.0,0.0,1.0,38.0,0.0,00,38.0
0.0,1.0,0.0,0.0,0.0,3.0,146.0,-10.2,0.0,135.8
1.0,0.0,0.0,0.0,0.0,1.0,38.0,0.0,0.0,38.0
1.0,0.0,0.0,0.0,0.0,11.0,552200,-3.19,0.0,348.81
0.0,0.0,0.0,0.0,1.0,7.0,92.0,0.0,0.0,92.0
1.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,24.0
0.0,1.0,0.0,0.0,0.0,1.0,125.0,-12.5,0.0,112.5
0.0,0.0,1.0,0.0,0.0,2.0,128.0,,0.0,128.0
0.0,0.0,0.0,0.0,1.0,69.0,1104.0,-25.6,0.0,1078.4
0.0,1.0,0.0,0.0,0.0,77..00,364.0,-15.6,s,348.4
0.0,0.0,0.0,1.0,0.0,5.0,0.044,0.0,0.0,440.0
1.0,0.0,0.0,0.0,0.0,12.0,192.0,-6.42,0.0,185.58
0.0,1.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,185.0
0.0,1.0,0.0,0.0,0.0,1.0,Alabama,-4.6,,41.4
0.0,1.0,0.0,0.0,0.0,..,58.0,ó-11.6,0.0,46.4
0.0,0.0,0.0,0.0,1.0,3300,84.0,,0.0,81.2
0.0,1.0,0.0,0.0,0.0,3.0,348.0,0.0,0.0,348.0
0.0,0.0,0.0,0.0,1.0,1.0,28.0,-2.8,0.0,25.2
0.0,0.0,0.0,0.0,1.0,7.0,84.0,-3.6,0.0,80.4
0.0,1.0,0.0,0.0,0.0,10.0,420.0,-9.6,0.0,410.4
1.0,0.0,0.0,0.0,0.0,4.0,176.0,,0.0,176.0
1.0,0.0,0.0,0.0,0.0,1.0,95.0,0.0,,95.0
1.0,0.0,0.0,0.0,0.0,?ƴͱ,82.0,-16.4,0.0,65.6
1.0,0.0,0.0,0.0,0.0,2.0,36.0,-1.8,00..,34.2
0.0,0.0,0.0,0.0,1.0,Some college,72.0,-5.4,00,66.6
0.0,1.0,0.0,0.0,0.0,1.0,110.0,0.0,0.0,110.0
1.0,0.0,0.0,0.0,0.0,,c İϥ,0.0,0.0,14.0
0.0,0.0,1.0,0.0,0.0,1.0,32.0,-3.2,00,28.8
1.0,0.0,0.0,0.0,0.0,59.0,1062.0,--33..66,0.0,1028.4
0.0,1.0,0.0,0.0,0.0,2.0,116.0,0.0,0.0,116.0
1.0,0.0,0.0,0.0,0.0,2.0,1625.0,-À5.0,0.0,1620.0
0.0,0.0,1.0,0.0,0.0,2.0,124.0,0.0,s,124.0
0.0,1.0,0.0,0.0,0.0,1.0,68.0,0.0,0.0,68.0
1.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,0.0,42.0
0.0,1.0,0.0,0.0,0.0,4.0,188.0,0.0,0.0,188.0
0.0,1.0,0.0,0.0,0.0,2.0,86.0,0.0,0.0,86.0
0.0,1.0,0.0,0.0,0.0,..00,84.0,0.0,0.0,84.0
0.0,0.0,0.0,1.0,0.0,4.0,Alabama,0.0,0.0,88.0
0.0,0.0,0.0,0.0,1.0,0.11,132.0,0.0,0.0,132.0
0.0,0.0,0.0,0.0,1.0,3.0,84.0,-2.8,..,81.2
0.0,1.0,0.0,0.0,0.0,1.0,48.0,0.0,0.0,48.0
0.0,1.0,0.0,0.0,0.0,1100..,1100.0,-11.0,0.0,1089.0
1.0,0.0,0.0,0.0,0.0,11.0,,-23.6,0.0,834.4
0.0,0.0,0.0,1.0,0.0,..00,136.0,Afghanistan,0.0,136.0
0.0,1.0,0.0,0.0,0.0,2.0,68.0,i,0.0,68.0
0.0,0.0,0.0,1.0,0.0,1.0,AŠſƑ,..,0.0,28.0
0.0,0.0,0.0,1.0,0.0,6.0,252.0,-8.41,0.0,243.59
0.0,0.0,0.0,1.0,0.0,Some college,196.0,-16.79,0.0,179.21
0.0,1.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,62.0
0.0,1.0,0.0,0.0,0.0,1.0,145ø.0,0.0,0.0,145.0
0.0,1.0,0.0,0.0,0.0,8.0,428.0,-19.2,-46.0,362.8
0.0,1.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,185.0
1.0,0.0,0.0,0.0,0.0,1100,36.0,-3.6,0.0,32.4
0.0,1.0,0.0,0.0,0.0,0.0,195.0,0.0,-195.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,145.0,,0.0,145.0
0.0,0.0,0.0,1.0,0.0,3.0,72.0,-2.4,0.0,69.6
0.0,1.0,0.0,0.0,0.0,1.0,185.0,-18.5,0.0,166.5
1.0,0.0,0.0,0.0,0.0,1.0,52.0,0.0,0.0,52.0
0.0,1.0,0.0,0.0,0.0,1.0,175.0,0.0,0.0,175.0
0.0,0.0,1.0,0.0,0.0,18.0,1224.0,-40.8,0.0,1183.2
0.0,1.0,0.0,0.0,0.0,11.0,Alabama,-33.2,0.0,864.8
0.0,1.0,0.0,0.0,0.0,1.0,365.0,-36.5,0.0,328.5
0.0,1.0,0.0,0.0,0.0,4.0,204.0,-5.8,0.0,198.2
1.0,0.0,0.0,0.0,0.0,v˵Ǣ,22.0,0.0,0.0,22.0
1.0,0.0,0.0,0.0,0.0,,18.0,0.0,0.0,18.0
0.0,0.0,0.0,1.0,0.0,3.0,114.0,-3.8,0.0,110.2
0.0,1.0,0.0,0.0,0.0,1.0,175.0,0.0,0.0,175.0
0.0,1.0,0.0,0.0,0.0,4.0,119922,-4.8,0.0,187.2
0.0,1.0,0.0,0.0,0.0,3.0,=ŨȄʨȎ,-46.4,..00,301.6
0.0,0.0,0.0,1.0,0.0,1.0,28.0,0.0,0.0,28.0
1.0,0.0,0.0,0.0,0.0,2.0,90.0,\ͮ́,0.0,87.5
0.0,1.0,0.0,0.0,0.0,12.0,528.0,..88,,509.2
0.0,0.0,0.0,1.0,0.0,2.0,76.0,0.0,s,76.0
0.0,1.0,0.0,0.0,0.0,1.0,48.0,0.0,,48.0
1.0,0.0,0.0,0.0,0.0,2.0,36.0,0.0,0.0,36.0
0.0,1.0,0.0,0.0,0.0,1.0,220.0,-22.0,0.0,198.0
0.0,1.0,0.0,0.0,0.0,3.0,298.0,0.0,0.0,298.0
1.0,0.0,0.0,0.0,0.0,7.0,1155.0,-47.51,"""/¾",1107.49
0.0,0.0,0.0,0.0,1.0,13.0,156.0,0.0,,156.0
1.0,0.0,0.0,0.0,0.0,2.0,128.0,{ˆƘ͠,0.0,121.59
0.0,0.0,0.0,1.0,0.0,1.0,28.0,0.0,0.0,28.0
1.0,0.0,0.0,0.0,0.0,,28.0,0.0,0.0,28.0
0.0,0.0,1.0,0.0,0.0,5.0,1125.0,-22.5,0.0,1102.5
0.0,0.0,0.0,1.0,0.0,2.0,96.0,0.0,0.0,96.0
0.0,1.0,0.0,0.0,0.0,2.0,330.0,0.0,0.0,330.0
0.0,1.0,0.0,0.0,0.0,1.0,1100,0.0,0.0,116.0
0.0,0.0,0.0,0.0,1.0,0.1,18.0,0.0,0.0,18.0
0.0,0.0,0.0,0.0,1.0,21.0,374.0,-1.39,0.0,372.61
0.0,1.0,0.0,0.0,0.0,0.0,116.0,-23.2,-92.8,0.0
0.0,1.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,185.0
0.0,0.0,0.0,1.0,0.0,8.0,192.0,-9.59,0.0,182.41
0.0,0.0,0.0,0.0,1.0,18.0,0.063,-4.0,0.0,356.0
1.0,0.0,0.0,0.0,0.0,1.0,Alabama,RĨ,,125.0
0.0,1.0,0.0,0.0,0.0,1.0,68.0,6688,0.0,61.2
0.0,1.0,0.0,0.0,0.0,°Ϟʒ,550.0,-22.0,0.0,528.0
0.0,1.0,0.0,0.0,0.0,3.0,330.0,0.0,..,330.0
0.0,1.0,0.0,0.0,0.0,1.0,175.0,0.0,0.0,175.0
0.0,1.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,185.0
0.0,1.0,0.0,0.0,0.0,1.0,136.0,-13.6,0.0,122.4
0.0,0.0,0.0,1.0,0.0,2.0,56.0,-11.2,"""!η",44.8
0.0,0.0,0.0,1.0,0.0,6.0,84.0,0.0,0.0,84.0
1.0,0.0,0.0,0.0,0.0,5ʸʠƖæ,95.0,0.0,0.0,95.0
0.0,0.0,0.0,1.0,0.0,yʑɚ˲,1536.0,-76.8,0.0,1459.2
0.0,1.0,0.0,0.0,0.0,2.0,96.0,Afghanistan,,91.2
1.0,0.0,0.0,0.0,0.0,1.0,198.0,-19.8,0.0,178.2
1.0,0.0,0.0,0.0,0.0,1.0,33..,-3.8,0.0,34.2
1.0,0.0,0.0,0.0,0.0,2.0,136.0,,0.0,136.0
0.0,0.0,0.0,1.0,0.0,5.0,140.0,-2.8,0.0,137.2
0.0,0.0,0.0,1.0,0.0,1.0,68.0,0.0,0.0,68.0
0.0,0.0,0.0,0.0,1.0,4.0,112.0,0.0,0.0,112.0
0.0,1.0,0.0,0.0,0.0,Some college,42.0,,0.0,42.0
0.0,1.0,0.0,0.0,0.0,1.0,48.0,,0.0,48.0
1.0,0.0,0.0,0.0,0.0,8.0,22,-14.0,0.0,210.0
0.0,1.0,0.0,0.0,0.0,12.0,546.0,-17.6,-37.0,491.4
0.0,1.0,0.0,0.0,0.0,6.0,ͪ¿ȟ́j,-11.6,,158.4
0.0,0.0,0.0,1.0,0.0,1.0,32.0,-3.2,0.0,28.8
0.0,0.0,0.0,0.0,1.0,1.0,	̩©Y,-1.8,0.0,16.2
1.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,24.0
0.0,1.0,0.0,0.0,0.0,185.0,,,,
0.0,0.0,1.0,0.0,0.0,2.0,76.0,,0.0,72.2
0.0,0.0,1.0,0.0,0.0,2.0,116.0,-5.8,0.0,110.2
0.0,0.0,0.0,0.0,1.0,4.0,140.0,Afghanistan,0.0,140.0
0.0,1.0,0.0,0.0,0.0,2.0,2200,0.0,0.0,220.0
0.0,1.0,0.0,0.0,0.0,6.0,408.0,-11.8,0.0,396.2
0.0,0.0,0.0,1.0,0.0,2.0,64.0,0.0,0.0,64.0
0.0,0.0,0.0,0.0,1.0,2.0,Alabama,0.0,0.0,264.0
0.0,1.0,0.0,0.0,0.0,1.0,1144,-5.0,0.0,140.0
1.0,0.0,0.0,0.0,0.0,2.0,40.0,0.0,0.0,40.0
0.0,0.0,0.0,1.0,0.0,0.2,44.0,0.0,0.0,44.0
0.0,0.0,1.0,0.0,0.0,1.0,76.0,Afghanistan,ö-38.0,30.4
0.0,1.0,0.0,0.0,0.0,1.0,44.0,0.0,0.0,44.0
0.0,1.0,0.0,0.0,0.0,1.0,125.0,0.0,0.0,125.0
0.0,1.0,0.0,0.0,0.0,1.0,44.0,-8.8,0.0,35.2
0.0,1.0,0.0,0.0,0.0,3.0,1179.0,0.0,-288.0,891.0
1.0,0.0,0.0,0.0,0.0,3.0,440.0,,-110.0,330.0
0.0,0.0,0.0,1.0,0.0,11.0,,-33.58,0.0,494.42
1.0,0.0,0.0,0.0,0.0,30.0,,-46.2,0.0,1213.8
0.0,0.0,0.0,1.0,0.0,3.0,122.0,0.0,0.0,122.0
0.0,0.0,0.0,1.0,0.0,96.0,1400.0,-42.0,)èɗ\ŋ,1302.0
0.0,1.0,0.0,0.0,0.0,3.0,60.0,-5.0,0.0,55.0
0.0,1.0,0.0,0.0,0.0,1.0,28.0,,00,28.0
1.0,0.0,0.0,0.0,0.0,4.0,#n΅ćǀ,0.0,0.0,157.0
0.0,0.0,0.0,0.0,1.0,3.0,84.0,uϒx,0.0,84.0
0.0,0.0,0.0,0.0,1.0,..,Cȴο¥,0.0,0.0,32.0
0.0,0.0,1.0,0.0,0.0,1.0,38.0,0.0,0.0,38.0
0.0,0.0,0.0,1.0,0.0,2.0,56.0,,0.0,56.0
1.0,0.0,0.0,0.0,0.0,15.0,278.0,-8.71,0.0,269.29
0.0,0.0,0.0,0.0,1.0,6.0,..,-7.2,Ȣ̉,64.8
0.0,1.0,0.0,0.0,0.0,3.0,163.0,-4.8,0.0,158.2
0.0,1.0,0.0,0.0,0.0,9.0,1315.0,-57.5,0.0,1257.5
1.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,7»͟,45.0
1.0,0.0,0.0,0.0,0.0,2.0,36.0,ý΃,0.0,33.9
0.0,1.0,0.0,0.0,0.0,3.0,525.0,-17.5,0.0,507.5
1.0,0.0,0.0,0.0,0.0,3.0,114.0,-3.8,0.0,110.2
0.0,0.0,0.0,0.0,1.0,"
ȥǵ",84.0,0.0,-28.0,56.0
0.0,0.0,1.0,0.0,0.0,3.0,234.0,-19.5,0.0,214.5
0.0,1.0,0.0,0.0,0.0,1.0,175.0,0.0,,175.0
1.0,0.0,0.0,0.0,0.0,3.0,54.0,-1.8,0.0,52.2
0.0,1.0,0.0,0.0,0.0,1.0,58.0,0.0,0.0,58.0
0.0,0.0,0.0,0.0,1.0,2.0,56.0,0.0,0.0,56.0
0.0,0.0,0.0,0.0,1.0,5.0,140.0,-5.6,0.0,134.4
0.0,0.0,1.0,0.0,0.0,4.0,176.0,Ȯάþ,0.0,171.6
0.0,0.0,1.0,0.0,0.0,,374.0,0.0,0.0,374.0
1.0,0.0,0.0,0.0,0.0,3.0,82.0,-2.2,0.0,79.8
0.0,0.0,0.0,1.0,0.0,1.0,58.0,Afghanistan,6Σɍ,58.0
1.0,0.0,0.0,0.0,0.0,7.0,0.513,,0.0,305.5
0.0,1.0,0.0,0.0,0.0,1.0,0.42,0.0,0.0,24.0
0.0,1.0,0.0,0.0,0.0,1.0,28.0,0.0,,28.0
0.0,1.0,0.0,0.0,0.0,F͋Û,145.0,0.0,0.0,145.0
1.0,0.0,0.0,0.0,0.0,1.0,38.0,0.0,0.0,38.0
0.0,1.0,0.0,0.0,0.0,..,232.0,-23.2,s,208.8
0.0,0.0,0.0,1.0,0.0,8.0,112.0,0.0,0.0,112.0
1.0,0.0,0.0,0.0,0.0,1.0,38.0,0.0,0.0,38.0
0.0,0.0,0.0,0.0,1.0,Some college,56.0,0.0,00.Ĝ.00,56.0
0.0,1.0,0.0,0.0,0.0,1.0,165.0,0.0,0.0,165.0
0.0,0.0,0.0,1.0,0.0,2.0,36.0,×˪,0.0,36.0
0.0,1.0,0.0,0.0,0.0,~ϟʏ,48.0,0.0,0.0,48.0
0.0,0.0,0.0,1.0,0.0,1.0,22.0,0.0,0.0,22.0
1.0,0.0,0.0,0.0,0.0,3.0,Ȃ͌,,0.0,60.5
0.0,1.0,0.0,0.0,0.0,3.0,114.0,-3.8,0.0,110.2
0.0,1.0,0.0,0.0,0.0,1.0,58.0,0.0,0.0,58.0
1.0,0.0,0.0,0.0,0.0,Some college,45.0,-4.49,0.0,40.51
0.0,0.0,1.0,0.0,0.0,11,Alabama,0.0,0.0,124.0
0.0,0.0,0.0,1.0,0.0,16.0,448.0,-8.4,0.0,439.6
1.0,0.0,0.0,0.0,0.0,3.0,195.0,0.0,s,195.0
0.0,0.0,0.0,1.0,0.0,2.0,Alabama,0.0,0.0,32.0
0.0,1.0,0.0,0.0,0.0,,48.0,Afghanistan,0.0,48.0
0.0,0.0,1.0,0.0,0.0,,136.0,Afghanistan,0.0,132.6
1.0,0.0,0.0,0.0,0.0,4.0,2ù72.0,0.0,0.0,272.0
1.0,0.0,0.0,0.0,0.0,,144.0,-4.8,0.0,139.2
0.0,0.0,1.0,0.0,0.0,00,88.0,0.0,0.0,88.0
1.0,0.0,0.0,0.0,0.0,1.0,88.0,0.0,0.0,88.0
0.0,0.0,0.0,0.0,1.0,4.0,120.0,-5.99,0.0,114.01
0.0,0.0,1.0,0.0,0.0,7.0,Alabama,0.0,0.0,879.0
0.0,1.0,0.0,0.0,0.0,2.0, ͫɏÜ,,0.0,351.5
0.0,1.0,0.0,0.0,0.0,4.0,460.0,L͛Ϧ,0.0,460.0
0.0,0.0,0.0,1.0,0.0,˕éƽ,912.0,5566,-48.0,818.4
0.0,1.0,0.0,0.0,0.0,1.0,Alabama,0.0,0.0,145.0
0.0,1.0,0.0,0.0,0.0,2.0,350.0,0.0,0.0,350.0
1.0,0.0,0.0,0.0,0.0,2.0,136.0,0.0,&Όę,136.0
0.0,1.0,0.0,0.0,0.0,5.0,875.0,-17.5,0.0,857.5
0.0,0.0,0.0,0.0,1.0,1.0,14.0,,0.0,14.0
1.0,0.0,0.0,0.0,0.0,1.0,Alabama,0.0,0.0,38.0
0.0,0.0,0.0,1.0,0.0,2.0,80.0,0.0,0.0,80.0
1.0,0.0,0.0,0.0,0.0,2.0,80.0,Afghanistan,0.0,80.0
0.0,0.0,0.0,0.0,1.0,10.0,,-9.6,-12.0,114.4
0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-106.25,-106.25
0.0,0.0,0.0,1.0,0.0,1.0,62.0,0.0,0.0,62.0
1.0,0.0,0.0,0.0,0.0,1.0,38.0,0.0,0.0,38.0
0.0,0.0,0.0,0.0,1.0,1.0,39.0,0.0,0.0,39.0
1.0,0.0,0.0,0.0,0.0,4.0,960.0,-72.0,0.0,888.0
0.0,1.0,0.0,0.0,0.0,1.0,68.0,-13.6,0.0,54.4
0.0,1.0,0.0,0.0,0.0,1.0,195.0,-19.5,0.0,175.5
0.0,1.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,185.0
0.0,0.0,1.0,0.0,0.0,2.0,72.0,0.0,0000,72.0
1.0,0.0,0.0,0.0,0.0,34.0,14935.0,-594.0,-1609.0,12732.0
0.0,1.0,0.0,0.0,0.0,1.0,88.0,0.0,0.0,88.0
1.0,0.0,0.0,0.0,0.0,..00,%˄η,-20.4,0.0,455.6
0.0,0.0,0.0,0.0,1.0,1.0,88.0,0.0,0.44-,44.0
0.0,1.0,0.0,0.0,0.0,3.0,114.0,-11.6,0.82-,74.4
0.0,1.0,0.0,0.0,0.0,1.0,145.0,,0.0,145.0
0.0,1.0,0.0,0.0,0.0,4.0,152.0,-3.8,0.0,148.2
0.0,0.0,0.0,0.0,1.0,»,102.0,-3.41,s,98.59
1.0,0.0,0.0,0.0,0.0,8.0,176.0,-4.4,,171.6
0.0,0.0,1.0,0.0,0.0,3.0,264.0,0.0,0.0,264.0
0.0,1.0,0.0,0.0,0.0,2.0,96.0,0.0,0.0,96.0
1.0,0.0,0.0,0.0,0.0,8.0,288.0,-14.4,0.0,273.6
1.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,0.0,48.0
0.0,1.0,0.0,0.0,0.0,6.0,348.0,0.0,0.0,348.0
1.0,0.0,0.0,0.0,0.0,6.0,288.0,0.0,tϧ,288.0
0.0,1.0,0.0,0.0,0.0,1.0,Alabama,-16.5,˔¸,148.5
0.0,1.0,0.0,0.0,0.0,1.0,110.0,0.0,Fϊǽ,110.0
1.0,0.0,0.0,0.0,0.0,2.0,9900..,0.0,0.0,90.0
0.0,1.0,0.0,0.0,0.0,4.0,182.0,0.0,0.0,182.0
0.0,0.0,0.0,1.0,0.0,1.0,28.0,0.0,0.0,28.0
0.0,1.0,0.0,0.0,0.0,2.0,144.0,0.0,0.0,144.0
0.0,0.0,0.0,1.0,0.0,1.0,72.0,ɽ˞-,0.0,64.8
0.0,0.0,1.0,0.0,0.0,2.0,130.0,0.0,00,130.0
0.0,0.0,1.0,0.0,0.0,,114.0,6.7-,-68.4,38.0
0.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0,18.0
0.0,0.0,0.0,0.0,1.0,Āβ,437.0,,-8.54,418.21
1.0,0.0,0.0,0.0,0.0,1.0,42.0,-4.19,0.0,37.81
0.0,1.0,0.0,0.0,0.0,1.0,88.0,0.0,0.0,88.0
0.0,1.0,0.0,0.0,0.0,1.0,155.0,0.0,0.0,155.0
0.0,0.0,0.0,0.0,1.0,2.0,56.0,0.0,0.0,56.0
0.0,1.0,0.0,0.0,0.0,ͩȞ,175.0,-17.49,0.0,157.51
1.0,0.0,0.0,0.0,0.0,6.0,536.0,-6.8,-88.0,441.2
0.0,0.0,1.0,0.0,0.0,19.0,,-46.85,0.0,1701.15
0.0,0.0,0.0,0.0,1.0,7.0,126.0,Afghanistan,0.0,120.6
0.0,0.0,0.0,1.0,0.0,2.0,48.0,0.0,0.0,48.0
0.0,0.0,0.0,0.0,1.0,16.0,Ƚψɻį,-7.12,0.0,168.38
0.0,0.0,1.0,0.0,0.0,8.0,Alabama,-13.6,0.0,530.4
0.0,0.0,1.0,0.0,0.0,1.0,64.0,0.0,..00,64.0
0.0,1.0,0.0,0.0,0.0,1.0,44.0,,0.0,44.0
1.0,0.0,0.0,0.0,0.0,2.0,90.0,0.0,0.0,90.0
0.0,1.0,0.0,0.0,0.0,7.0,770.0,-33.0,0.0,737.0
0.0,0.0,0.0,1.0,0.0,4.0,96.0,,0.0,91.19
0.0,1.0,0.0,0.0,0.0,3.0,144.0,,0.0,139.2
0.0,0.0,0.0,1.0,0.0,1.0,24.0,0.0,0.0,24.0
1.0,0.0,0.0,0.0,0.0,1.0,45.0,Afghanistan,oʐğ,40.5
1.0,0.0,0.0,0.0,0.0,22,506.0,-10.99,-ý19.8,475.21
0.0,1.0,0.0,0.0,0.0,1.0,6600,0.0,0.0,165.0
1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,,18.0
0.0,1.0,0.0,0.0,0.0,1.0,Alabama,-13.6,0.0,54.4
0.0,0.0,0.0,0.0,1.0,1.0,28.0,0.0,0.0,28.0
0.0,1.0,0.0,0.0,0.0,1.0,118855,-18.5,0.0,166.5
0.0,1.0,0.0,0.0,0.0,17.0,2695.0,--55..55,-110.0,2532.5
1.0,0.0,0.0,0.0,0.0,3.0,,Afghanistan,0.0,117.6
0.0,1.0,0.0,0.0,0.0,17.0,]ϕϟÁ¸,-63.25,0.0,2971.75
1.0,0.0,0.0,0.0,0.0,2.0,136.0,0.0,..,136.0
0.0,0.0,0.0,1.0,0.0,2.0,56.0,0.0,"""ź̏",56.0
1.0,0.0,0.0,0.0,0.0,3.0,72.0,0.0,0.0,72.0
1.0,0.0,0.0,0.0,0.0,0.01,2250.0,-180.0,0.0,2070.0
1.0,0.0,0.0,0.0,0.0,1.0,195.0,-19.5,0.0,175.5
0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,0.0,240.0
0.0,0.0,0.0,0.0,1.0,2.0,44.0,0.0,0.0,44.0
0.0,0.0,0.0,0.0,1.0,0.0,32.0,,-28.79,0.0
1.0,0.0,0.0,0.0,0.0,4.0,152.0,Afghanistan,0.0,152.0
0.0,0.0,0.0,0.0,1.0,3.0,84.0,-2.8,0.0,81.2
0.0,0.0,0.0,1.0,0.0,1.0,34.0,0.0,0.0,34.0
0.0,1.0,0.0,0.0,0.0,1.0,,-11.6,0.0,104.4
1.0,0.0,0.0,0.0,0.0,4.0,172.0,0.0,0.0,172.0
0.0,0.0,1.0,0.0,0.0,5.0,204.0,-12.1,0.0,191.9
0.0,1.0,0.0,0.0,0.0,1.0,Alabama,-12.5,0.0,112.5
0.0,0.0,0.0,0.0,1.0,6ŋɇ,48.0,-4.8,0.0,43.2
1.0,0.0,0.0,0.0,0.0,1.0,385.0,0.0,0.0,385.0
0.0,0.0,0.0,1.0,0.0,6.0,Alabama,-2.39,0.0,141.61
